Location,Wind Direction,Minimum Temperature,Datetime,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Pressure,Conditions
"Pune, MH, India",180,55.5,02/19/2015,0,52.3,57.03,0,72.9,90.2,3.7,2.2,86.2,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",222,60.2,02/20/2015,0,52.4,51.14,0,75.1,91.5,3.7,2.2,87.6,Smoke Or Haze,1011.9,Clear
"Pune, MH, India",90,58.4,02/21/2015,0,55,59.19,0,72.4,89,3.7,3.4,87.4,Smoke Or Haze,1012.9,Clear
"Pune, MH, India",106.67,60,02/22/2015,0,53.8,55.52,0,73.6,90.2,4.1,4.7,86.6,Smoke Or Haze,1013.4,Clear
"Pune, MH, India",103.33,59.1,02/23/2015,0,52.7,52.18,0,74.1,91.5,3.3,2.2,87.9,Smoke Or Haze,1013.2,Clear
"Pune, MH, India",205,60.9,02/24/2015,0,54.2,53.97,0,75.2,92.9,3.7,2.2,89.3,Smoke Or Haze,1011.5,Clear
"Pune, MH, India",244,61.8,02/25/2015,0,56.5,57.34,0,75.8,91.7,3.7,3.4,89,Smoke Or Haze,1010,Partially cloudy
"Pune, MH, India",270,60,02/26/2015,0,54.2,55.54,0,74.3,90.2,3.7,4.7,86.7,Smoke Or Haze,1009.5,Clear
"Pune, MH, India",270,58.7,02/27/2015,0,52.1,52.14,0,73.2,89.7,3.7,4.7,86.5,Smoke Or Haze,1009.5,Clear
"Pune, MH, India",255,59.3,02/28/2015,1,53.7,66.5,8,68.7,84.3,3.7,3.4,81.7,"Rain, Light Rain",1010.3,"Rain, Partially cloudy"
"Pune, MH, India",113.33,60.5,03/01/2015,1.2,61.8,97.2,20,62.5,64.7,2.5,2.2,,"Rain, Light Rain, Sky Coverage Increasing",1011,"Rain, Overcast"
"Pune, MH, India",245,60.9,03/02/2015,0.2,58.1,73,4,68.9,80.3,3.6,15,80,"Light Rain, Smoke Or Haze",1012.2,"Rain, Partially cloudy"
"Pune, MH, India",290,54.8,03/03/2015,0,52.4,66.64,0,65.5,76.7,3.7,4.7,,,1014,Clear
"Pune, MH, India",117.5,53,03/04/2015,0,51.6,65.68,0,66,80,3.9,3.4,,Smoke Or Haze,1013.2,Clear
"Pune, MH, India",185,55.1,03/05/2015,0,54.8,62.62,0,71.8,87.9,3.9,3.4,85.6,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",190,58.7,03/06/2015,0,54.2,59.74,0,73.4,89.7,3.7,3.4,86.5,Smoke Or Haze,1014.5,Clear
"Pune, MH, India",225,58.4,03/07/2015,0,52.6,54.35,0,73.8,90.8,3.3,4.7,87.3,Smoke Or Haze,1013.7,Clear
"Pune, MH, India",215,57.5,03/08/2015,0,53.8,56.07,0,74,90.6,3.7,3.4,87.5,Smoke Or Haze,1013.1,Clear
"Pune, MH, India",194,61.1,03/09/2015,0,56,57.35,0,75.4,91.1,3.7,2.2,87.9,Smoke Or Haze,1014,Clear
"Pune, MH, India",161.67,65,03/10/2015,0,61.4,65.48,4,74.5,89,3.7,4.7,89.2,"Thunderstorm Without Precipitation, Sky Coverage Increasing, Smoke Or Haze",1014.7,Partially cloudy
"Pune, MH, India",156,63.2,03/11/2015,0,62.6,66.89,0,76,89,3.7,4.7,89.4,"Thunderstorm Without Precipitation, Sky Coverage Increasing, Smoke Or Haze",1014.3,Partially cloudy
"Pune, MH, India",76.67,65.6,03/12/2015,0,60.1,60.45,0,76.9,90.8,3.7,4.7,88.5,"Sky Coverage Increasing, Smoke Or Haze",1014,Clear
"Pune, MH, India",125,63.8,03/13/2015,0,59.6,59.48,0,76.4,91.7,4.1,4.7,89.6,Sky Coverage Increasing,1012.7,Clear
"Pune, MH, India",177.5,68.1,03/14/2015,0,63.4,64.71,0,77.6,90.8,4.1,5.8,91,Sky Coverage Increasing,1012.5,Partially cloudy
"Pune, MH, India",244,64.5,03/15/2015,0,62.1,66.64,0,75.3,86.1,3.7,6.9,85.3,,1012.9,Partially cloudy
"Pune, MH, India",270,63.8,03/16/2015,0,60.1,63.8,0,74.5,86.3,4.1,3.4,85.9,,1014.2,Partially cloudy
"Pune, MH, India",258.75,60.2,03/17/2015,0,54,52.79,0,75.1,90.2,3.7,4.7,87.2,Smoke Or Haze,1013.6,Clear
"Pune, MH, India",193.33,65,03/18/2015,0,54.7,50.54,0,77.3,92.6,4.1,4.7,90,,1011.1,Partially cloudy
"Pune, MH, India",112.5,63.2,03/19/2015,0,56.7,49.81,0,79.4,93.8,3.7,6.9,91.4,Smoke Or Haze,1011,Clear
"Pune, MH, India",170,66.5,03/20/2015,0,58.4,50.99,0,80.5,95.1,4.1,3.4,92.8,,1011.7,Clear
"Pune, MH, India",197.5,69.2,03/21/2015,0,59.8,51.18,0,82,96.9,3.7,3.4,94.6,Smoke Or Haze,1012.3,Partially cloudy
"Pune, MH, India",225,67.7,03/22/2015,0,60.7,51.55,0,83.1,100.1,3.7,2.2,97.8,Smoke Or Haze,1011.8,Partially cloudy
"Pune, MH, India",216.67,68.1,03/23/2015,0,59,48.71,0,82.8,97.4,3.7,1.1,95.7,Smoke Or Haze,1010.3,Partially cloudy
"Pune, MH, India",115,68.3,03/24/2015,0,55.8,46.55,0,81.9,98,3.7,4.7,94.6,,1009.6,Clear
"Pune, MH, India",90,67.2,03/25/2015,0,56.1,46.72,0,82.3,98.7,3.7,4.7,95.3,Smoke Or Haze,1009.6,Partially cloudy
"Pune, MH, India",180,69,03/26/2015,0,62.4,57.68,0,83,98.3,3.7,5.8,94.9,,1011,Partially cloudy
"Pune, MH, India",192.5,73.5,03/27/2015,0,63.9,58.92,0,84.4,98.9,3,4.7,95.2,,1011.4,Partially cloudy
"Pune, MH, India",152.5,71,03/28/2015,0,61.5,54.95,4,82.1,99.2,3.9,4.7,96.7,Thunderstorm,1010.5,Partially cloudy
"Pune, MH, India",168,70.1,03/29/2015,0.1,63.8,67.37,8,77.8,94.4,3.3,5.8,91.9,"Thunderstorm, Rain, Sky Coverage Increasing, Smoke Or Haze",1009.9,"Rain, Overcast"
"Pune, MH, India",263.33,69.5,03/30/2015,0,61.7,61.13,0,79.4,93.5,3.7,3.4,92,"Light Rain, Sky Coverage Increasing, Smoke Or Haze",1010,Partially cloudy
"Pune, MH, India",282.5,63.8,03/31/2015,0,53.5,49.97,0,77.5,93.5,3.9,4.7,90.5,Smoke Or Haze,1010.6,Clear
"Pune, MH, India",275,61.1,04/01/2015,0,44,34.74,0,77.3,95.3,3.7,3.4,91,,1010.2,Clear
"Pune, MH, India",256,60.9,04/02/2015,0,51.1,42.37,0,78.7,97.4,3.3,4.7,94.1,,1009.2,Clear
"Pune, MH, India",267.5,69.2,04/03/2015,0,51.1,39.41,0,79.7,91.7,4.1,5.8,87.9,,1008.5,Clear
"Pune, MH, India",278.57,63.2,04/04/2015,0,47.6,37.67,0,78.2,92.4,4.1,6.9,88.2,,1007.5,Clear
"Pune, MH, India",230,58.7,04/05/2015,0,53.4,46.72,0,77.7,95.1,4.1,5.8,91.3,,1007.4,Clear
"Pune, MH, India",280,61.1,04/06/2015,0,50.9,46.39,0,79.3,97.4,2.9,6.9,92.6,Smoke Or Haze,1007,Clear
"Pune, MH, India",280,60.9,04/07/2015,0,54.6,47.76,0,79.8,95.3,4.3,9.2,91,Smoke Or Haze,1007.3,Clear
"Pune, MH, India",270,71,04/08/2015,0,63.9,75.19,0,72.3,73.7,2.5,2.2,91.4,,1009.3,Clear
"Pune, MH, India",275,69.5,04/09/2015,0,61.7,61.13,0,79.4,93.8,3.7,6.9,92.8,Smoke Or Haze,1011,
"Pune, MH, India",256,63.8,04/10/2015,0,53.5,49.97,0,80.5,95.1,4.1,3.4,94.6,Smoke Or Haze,1011.7,
"Pune, MH, India",267.5,61.1,04/11/2015,0,44,34.74,0,82,96.9,3.7,3.4,97.8,Smoke Or Haze,1012.3,
"Pune, MH, India",278.57,60.9,04/12/2015,0,51.1,42.37,0,83.1,100.1,3.7,2.2,95.7,,1011.8,
"Pune, MH, India",230,69.2,04/13/2015,0,51.1,39.41,0,82.8,97.4,3.7,1.1,94.6,Smoke Or Haze,1010.3,
"Pune, MH, India",280,63.2,04/14/2015,0,47.6,37.67,0,81.9,98,3.7,4.7,95.3,,1009.6,
"Pune, MH, India",280,58.7,04/15/2015,0,53.4,46.72,0,82.3,98.7,3.7,4.7,94.9,,1009.6,
"Pune, MH, India",270,61.1,04/16/2015,0,50.9,46.39,0,83,98.3,3.7,5.8,95.2,Thunderstorm,1011,
"Pune, MH, India",275,60.9,04/17/2015,0,54.6,47.76,0,84.4,98.9,3,4.7,96.7,"Thunderstorm, Rain, Sky Coverage Increasing, Smoke Or Haze",1011.4,
"Pune, MH, India",256,71,04/18/2015,0,63.9,75.19,0,82.1,99.2,3.9,4.7,91.9,"Light Rain, Sky Coverage Increasing, Smoke Or Haze",1010.5,
"Pune, MH, India",267.5,69.5,04/19/2015,0,61.7,61.13,0,77.8,94.4,3.3,5.8,92,Smoke Or Haze,1009.9,
"Pune, MH, India",278.57,63.8,04/20/2015,0,53.5,49.97,0,79.4,93.5,3.7,3.4,90.5,,1010,
"Pune, MH, India",230,61.1,04/21/2015,0,44,34.74,0,77.5,93.5,3.9,4.7,91,,1010.6,
"Pune, MH, India",280,60.9,04/22/2015,0,51.1,42.37,0,77.3,95.3,3.7,3.4,94.1,,1010.2,
"Pune, MH, India",280,69.2,04/23/2015,0,51.1,39.41,0,78.7,97.4,3.3,4.7,87.9,,1009.2,
"Pune, MH, India",270,63.2,04/24/2015,0,47.6,37.67,0,79.7,91.7,4.1,5.8,88.2,,1008.5,
"Pune, MH, India",275,58.7,04/25/2015,0,53.4,46.72,0,78.2,92.4,4.1,6.9,91.3,Smoke Or Haze,1007.5,
"Pune, MH, India",256,61.1,04/26/2015,0,50.9,46.39,0,77.7,95.1,4.1,5.8,92.6,,1007.4,
"Pune, MH, India",267.5,60.9,04/27/2015,0,54.6,47.76,0,79.3,97.4,2.9,6.9,91,,1007,
"Pune, MH, India",278.57,71,04/28/2015,0,63.9,75.19,0,79.8,95.3,4.3,9.2,,,1007.3,
"Pune, MH, India",230,74.9,04/29/2015,0,55,35.65,0,72.3,73.7,2.5,2.2,97.9,,1009.3,Clear
"Pune, MH, India",280,72.8,04/30/2015,0,59.4,45.08,0,86.1,100.5,4.1,6.9,101.9,,1008.6,Clear
"Pune, MH, India",280,67.4,05/01/2015,0,56.1,41.21,0,84.4,97.4,4.1,5.8,96.9,,1008.4,Clear
"Pune, MH, India",270,66.5,05/02/2015,0,56.7,48.4,0,85.1,103.4,4.1,6.9,98,,1007.4,Clear
"Pune, MH, India",281.67,72.2,05/03/2015,0,59.7,49.6,0,86.5,103.4,4.3,5.8,101,,1007.3,Clear
"Pune, MH, India",245,72.8,05/04/2015,0,57.9,43.17,0,88,104.1,4.1,4.7,99.7,,1006.9,Partially cloudy
"Pune, MH, India",177.5,74.6,05/05/2015,0.2,63.8,54.56,4,82.9,93.8,3.3,4.7,97.3,"Thunderstorm, Thunderstorm Without Precipitation",1007.6,"Rain, Partially cloudy"
"Pune, MH, India",274,70.1,05/06/2015,0,61.4,52.18,0,83.7,98,4.1,4.7,96,,1007.2,Partially cloudy
"Pune, MH, India",201.67,71.7,05/07/2015,0,64.5,50.81,0,86.9,102.8,4.1,6.9,101.9,,1006.8,Clear
"Pune, MH, India",253.75,77.3,05/08/2015,0,64.7,50.01,0,89.2,103.4,4.1,3.4,101.2,,1006.2,Partially cloudy
"Pune, MH, India",218.57,79.4,05/09/2015,0,65.2,49.58,0,88.7,99.8,4.1,3.4,99.7,Sky Coverage Decreasing,1005.1,Partially cloudy
"Pune, MH, India",245,72.8,05/10/2015,0,60.3,43.46,4,88.5,100.7,4.6,3.4,99.1,Sky Coverage Increasing,1005.6,Partially cloudy
"Pune, MH, India",230,70.4,05/11/2015,0,55.2,36.84,0,87.1,102.5,4.1,4.7,100,,1006.2,Clear
"Pune, MH, India",230,78.5,05/12/2015,0,62.2,43.91,4,89.6,101,4.1,4.7,100,Sky Coverage Increasing,1005.9,Partially cloudy
"Pune, MH, India",246.25,69.9,05/13/2015,4.1,69.3,65.54,8,82.6,94.4,4.1,23,96.9,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",1007.1,"Rain, Partially cloudy"
"Pune, MH, India",170,71.3,05/14/2015,0,68.6,71.05,0,79.2,89.3,4.1,23,90.6,"Thunderstorm, Sky Coverage Increasing",1008.3,Overcast
"Pune, MH, India",226.67,75.3,05/15/2015,0.1,71.1,73.55,4,81.5,96.2,3.7,2.2,99.7,"Thunderstorm, Sky Coverage Increasing",1008,"Rain, Partially cloudy"
"Pune, MH, India",185,75.3,05/16/2015,0,70.1,67.02,0,83.8,97.4,4.1,3.4,99.7,Sky Coverage Increasing,1005.6,Partially cloudy
"Pune, MH, India",274.29,76.4,05/17/2015,0,68,59.37,0,85.7,98.7,4.1,4.7,99.5,,1003.9,Partially cloudy
"Pune, MH, India",270,77.1,05/18/2015,0,62.5,47.12,0,86.1,98,4.1,9.2,100.8,,1004.5,Clear
"Pune, MH, India",270,77.1,05/19/2015,0,63.5,50.78,0,84.6,96.2,3.7,5.8,102.3,,1005.9,Clear
"Pune, MH, India",272.22,75.8,05/20/2015,0,69.1,62.65,0,84.1,96.9,4.1,5.8,100.8,,1007.1,Partially cloudy
"Pune, MH, India",270,75.5,05/21/2015,0,70.8,69.67,0,82.3,93.3,4.3,15,99.5,,1007.5,Clear
"Pune, MH, India",270,76.4,05/22/2015,0,70,62.18,0,85.3,95.6,4.6,9.2,101.1,,1007,Clear
"Pune, MH, India",270,76.4,05/23/2015,0,69.2,62.21,0,84.5,94.7,4.1,6.9,98,,1007,Clear
"Pune, MH, India",272.22,76.7,05/24/2015,0,67.6,60.11,0,83.9,95.1,4.1,6.9,98.4,,1007.5,Clear
"Pune, MH, India",282.22,76.7,05/25/2015,0,68.7,62.41,0,84,94.7,4.1,6.9,98,,1007.7,Clear
"Pune, MH, India",270,76.7,05/26/2015,0,69.7,64.67,0,83.9,95.3,4.1,12.8,100.4,,1007.8,Clear
"Pune, MH, India",276.67,75.3,05/27/2015,0,69.4,64.93,0,83.8,96.9,4.1,10.3,99.7,,1007.5,Clear
"Pune, MH, India",272.22,75.3,05/28/2015,0,69.6,64.58,0,84.1,97.4,4.1,6.9,101.2,,1006.2,Clear
"Pune, MH, India",265.56,75.8,05/29/2015,0,71.2,68.41,0,83.5,93.3,3.7,5.8,101.9,,1006,Partially cloudy
"Pune, MH, India",270,75.5,05/30/2015,0,72.8,75.09,4,82,91.5,3.7,5.8,99.8,"Light Drizzle, Light Rain, Sky Coverage Increasing",1007.5,Overcast
"Pune, MH, India",270,74.6,05/31/2015,0,67.6,59.97,0,85.9,100.5,3.7,4.7,100.7,,1004.8,Partially cloudy
"Pune, MH, India",267.78,75.5,06/01/2015,0,67.3,60.61,0,83.5,93.8,4.1,5.8,97.3,,1004.9,Partially cloudy
"Pune, MH, India",280,73.5,06/02/2015,0,63.9,56.74,0,83,95.3,4.1,11.4,93.7,,1006,Clear
"Pune, MH, India",272.5,73.5,06/03/2015,0,66.3,60.33,0,83.3,96.2,4.1,9.2,97.9,,1005.6,Clear
"Pune, MH, India",261.25,76.4,06/04/2015,0,67.6,59.63,0,85.5,99.8,4.1,6.9,99.3,Sky Coverage Increasing,1004.9,Partially cloudy
"Pune, MH, India",223.33,71.9,06/05/2015,0.4,70.2,71.93,12,80.5,89,4.1,9.2,93.6,"Thunderstorm, Light Rain, Sky Coverage Increasing, Smoke Or Haze",1007,"Rain, Overcast"
"Pune, MH, India",182,71.7,06/06/2015,0.1,68.9,67.08,4,82.8,96.2,4.1,9.2,99.3,"Thunderstorm, Sky Coverage Increasing",1005.5,"Rain, Partially cloudy"
"Pune, MH, India",266,72.8,06/07/2015,0.7,71.7,76.6,4,80.1,91.5,4.1,3.4,99,"Thunderstorm, Light Rain",1004.7,"Rain, Partially cloudy"
"Pune, MH, India",222,71,06/08/2015,0,70.4,74.32,0,80.2,92.6,4.1,4.7,99,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",1005.1,Partially cloudy
"Pune, MH, India",262.86,74.9,06/09/2015,0.5,69.4,67.58,4,82,91.1,4.1,3.4,94.8,Lightning Without Thunder,1006.2,"Rain, Overcast"
"Pune, MH, India",240,75.8,06/10/2015,0,69.8,66.58,0,82.6,90.8,4.1,5.8,95,"Lightning Without Thunder, Thunderstorm Without Precipitation, Sky Coverage Increasing",1005.4,Partially cloudy
"Pune, MH, India",278.33,74.6,06/11/2015,1.3,71.4,75.81,4,80.3,89.9,4.1,5.8,95,"Thunderstorm Without Precipitation, Sky Coverage Increasing",1005.4,"Rain, Partially cloudy"
"Pune, MH, India",270,74.9,06/12/2015,0,71.5,77.15,0,79.5,86.1,4.1,9.2,92.6,Sky Coverage Increasing,1005.6,Overcast
"Pune, MH, India",270,74.9,06/13/2015,0,70,77.02,0,77.9,84.3,4.1,6.9,89.5,,1005,Overcast
"Pune, MH, India",270,73.7,06/14/2015,0,69.2,77.29,4,77.1,84.5,4.1,15,88.6,Sky Coverage Increasing,1004.8,Overcast
"Pune, MH, India",270,73.5,06/15/2015,0.1,68.5,74.94,4,77.6,85.7,3.7,9.2,87.3,"Drizzle, Light Rain, Sky Coverage Increasing",1005.1,"Rain, Overcast"
"Pune, MH, India",263.33,72.8,06/16/2015,0,68.8,75.07,0,77.8,86.1,4.1,9.2,90.3,Sky Coverage Increasing,1004.7,Partially cloudy
"Pune, MH, India",270,73.5,06/17/2015,0,68.8,74,0,78.1,85.4,4.1,6.9,88.9,"Drizzle, Light Rain, Sky Coverage Increasing",1002.6,Overcast
"Pune, MH, India",255.71,73.1,06/18/2015,0,69.2,77.49,4,77.2,83.6,4.1,12.8,86.9,"Light Rain, Sky Coverage Increasing",1002.3,Overcast
"Pune, MH, India",265.56,73.7,06/19/2015,0,69.7,80.2,4,76.5,81.8,3.7,12.8,84.8,"Light Drizzle, Light Rain, Sky Coverage Increasing",1001.8,Overcast
"Pune, MH, India",260,73.5,06/20/2015,0.2,70.5,80.09,4,77.2,82.1,4.1,9.2,86.5,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1000.8,"Rain, Overcast"
"Pune, MH, India",263.33,72.6,06/21/2015,1.9,72.1,91.27,28,74.9,79.4,3.3,4.7,,"Rain, Light Rain",999.7,"Rain, Overcast"
"Pune, MH, India",253.33,72.8,06/22/2015,1,71.6,87.21,20,75.9,79.4,2.9,9.2,,"Light Drizzle, Rain, Light Rain",1000.3,"Rain, Overcast"
"Pune, MH, India",234.44,73.5,06/23/2015,1.8,72.5,90.94,28,75.4,77.1,2.5,10.3,,"Light Drizzle, Light Rain",999.9,"Rain, Overcast"
"Pune, MH, India",256.67,74.4,06/24/2015,0.7,71.7,84.48,12,76.8,80.7,3.7,9.2,84.1,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1002.1,"Rain, Overcast"
"Pune, MH, India",272.5,75.8,06/25/2015,0,69.8,74.45,0,78.8,83.4,3.9,6.9,87.3,"Light Drizzle, Sky Coverage Increasing",1002.7,Overcast
"Pune, MH, India",261.11,76.7,06/26/2015,0,69.7,72.46,0,79.5,85.4,4.1,13.9,89.7,"Light Rain, Sky Coverage Increasing",1003.2,Partially cloudy
"Pune, MH, India",265.56,76.4,06/27/2015,0,69.8,72.23,0,79.7,84.8,4.1,12.8,89.6,Sky Coverage Increasing,1004.4,Partially cloudy
"Pune, MH, India",270,74.9,06/28/2015,0,69,70.84,0,79.6,87.5,4.6,6.9,92.2,,1006.6,Partially cloudy
"Pune, MH, India",263.33,72.8,06/29/2015,0.1,70.1,80.09,8,76.9,84.3,3.7,4.7,88.4,"Rain, Light Rain",1008.4,"Rain, Overcast"
"Pune, MH, India",262.5,72.2,06/30/2015,0,69.8,79.35,0,76.8,82.7,3.7,4.7,87.2,"Light Drizzle, Sky Coverage Increasing",1007.9,Partially cloudy
"Pune, MH, India",272.22,72.8,07/01/2015,0,69.7,74.24,0,78.2,85.7,4.1,9.2,89.3,Sky Coverage Increasing,1008.5,Partially cloudy
"Pune, MH, India",275,73.7,07/02/2015,0,69.6,74.02,0,79.1,87.9,4.3,6.9,91.4,,1009.2,Partially cloudy
"Pune, MH, India",267.78,73.5,07/03/2015,0,69.2,73.14,0,79,87.9,4.1,6.9,91.4,,1009.4,Partially cloudy
"Pune, MH, India",270,74.6,07/04/2015,0,69.2,71.78,0,79.4,88.1,4.1,6.9,94.3,,1008.8,Partially cloudy
"Pune, MH, India",272.22,74.9,07/05/2015,0,68.6,70.03,0,79.6,86.3,4.1,9.2,89.6,,1007.3,Partially cloudy
"Pune, MH, India",270,72.2,07/06/2015,0,67.9,69.83,0,79,84.8,4.1,13.9,87.9,,1006,Partially cloudy
"Pune, MH, India",265.56,76.4,07/07/2015,0,69,71.75,0,79,83,4.6,11.4,86.6,"Light Rain, Sky Coverage Increasing",1004.9,Overcast
"Pune, MH, India",272.22,74.9,07/08/2015,0,71.6,83.77,4,77,83.4,3.7,6.9,87.5,"Rain, Light Rain, Sky Coverage Increasing",1006.3,Overcast
"Pune, MH, India",270,74.9,07/09/2015,0,71.4,79.49,4,78.6,85.4,4.1,12.8,90,"Light Drizzle, Rain, Light Rain",1006.7,Partially cloudy
"Pune, MH, India",270,75.3,07/10/2015,0,71.1,79.3,4,78.2,84.5,4.1,12.8,89.5,"Rain, Light Rain, Sky Coverage Increasing",1004.3,Overcast
"Pune, MH, India",272.22,74.9,07/11/2015,0,70.2,75.46,0,78.8,83.9,4.1,6.9,89.1,"Light Rain, Sky Coverage Increasing",1003.8,Overcast
"Pune, MH, India",266.67,75.3,07/12/2015,0,69.8,72.63,0,79.6,86.6,4.1,11.4,92.5,,1005.7,Partially cloudy
"Pune, MH, India",270,74.6,07/13/2015,0,70.1,73.06,0,79.9,89.7,4.1,5.8,96,,1006.3,Partially cloudy
"Pune, MH, India",270,74.6,07/14/2015,0,70.4,73.69,0,79.9,87.2,4.1,6.9,91.8,,1005.6,Partially cloudy
"Pune, MH, India",265.56,73.7,07/15/2015,0,69.2,75.18,4,78.1,86.3,4.1,6.9,90.7,Sky Coverage Increasing,1003.7,Partially cloudy
"Pune, MH, India",270,73.7,07/16/2015,0,70.3,79.83,4,77.1,81.2,3.7,4.7,85.6,"Light Rain, Sky Coverage Increasing",1002.1,Overcast
"Pune, MH, India",272.5,75.3,07/17/2015,0,70.9,76,4,79.3,83.6,4.3,6.9,89.8,"Rain, Light Rain, Sky Coverage Increasing",1001.9,Overcast
"Pune, MH, India",272.22,74.9,07/18/2015,0,71.5,82.22,4,77.4,81.2,3.7,6.9,86.3,"Rain, Sky Coverage Increasing",1003.7,Partially cloudy
"Pune, MH, India",274.44,74.6,07/19/2015,0.2,70.9,82.83,8,76.6,80.9,4.1,9.2,84.7,"Rain, Light Rain, Sky Coverage Increasing",1003.9,"Rain, Overcast"
"Pune, MH, India",270,73.7,07/20/2015,0.2,70.8,84.14,4,76.1,81.2,3.7,6.9,85.4,"Rain, Light Rain, Sky Coverage Decreasing, Sky Coverage Increasing",1003.4,"Rain, Overcast"
"Pune, MH, India",270,73.5,07/21/2015,0.7,71.8,91.94,12,74.3,75.5,2.5,6.9,,"Rain, Light Rain, Sky Coverage Increasing",1003.5,"Rain, Overcast"
"Pune, MH, India",272.5,73.5,07/22/2015,0,72.2,90.37,4,75.3,78.9,4.1,4.7,,"Drizzle, Light Drizzle, Light Rain, Sky Coverage Increasing",1003.9,Overcast
"Pune, MH, India",270,72.8,07/23/2015,0,71.9,88.66,4,75.6,80.9,4.1,3.4,85.5,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1004.4,Overcast
"Pune, MH, India",272.5,72.8,07/24/2015,0.1,71.9,89.7,8,75.2,79.4,4.1,5.8,,"Drizzle, Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1005.9,"Rain, Overcast"
"Pune, MH, India",270,73.1,07/25/2015,0,70.3,84.51,4,75.4,80.7,4.1,6.9,84.1,"Light Drizzle, Sky Coverage Increasing",1006,Overcast
"Pune, MH, India",270,73.1,07/26/2015,0,69.4,80.38,4,76,80.7,4.1,5.8,84.1,"Light Rain, Sky Coverage Increasing",1005.9,Overcast
"Pune, MH, India",267.78,72.2,07/27/2015,0.4,68.9,82.06,12,74.9,80,3.7,57.5,,"Rain, Light Rain, Sky Coverage Increasing",1007.1,"Rain, Overcast"
"Pune, MH, India",265.56,71.9,07/28/2015,0.2,69,80.24,8,75.7,80.7,3.7,6.9,83.9,"Light Rain, Sky Coverage Increasing",1007.3,"Rain, Overcast"
"Pune, MH, India",270,71.9,07/29/2015,0.2,69.8,86.61,8,74.1,76.7,3.2,6.9,,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1007.8,"Rain, Overcast"
"Pune, MH, India",272.22,73.5,07/30/2015,0,70.2,87.65,4,74.2,77.6,4.1,6.9,,"Light Drizzle, Rain, Light Rain, Sky Coverage Increasing",1007.9,Overcast
"Pune, MH, India",272.22,73.1,07/31/2015,0,70.3,81.13,4,76.8,83.6,4.1,8.1,88,"Drizzle, Light Drizzle, Light Rain, Sky Coverage Increasing",1007.6,Overcast
"Pune, MH, India",270,72.8,08/01/2015,0,69.8,76.79,0,78.1,86.1,4.3,10.3,90.8,"Drizzle, Sky Coverage Increasing",1008.7,Partially cloudy
"Pune, MH, India",264.29,72.2,08/02/2015,0,70.2,81.32,4,76.7,83.6,3.6,9.2,86.8,Rain,1009.2,Overcast
"Pune, MH, India",270,73.7,08/03/2015,0,69.2,76.21,0,77.5,86.1,4.3,6.9,90.8,,1007.7,Overcast
"Pune, MH, India",274.44,73.5,08/04/2015,0,68.7,77.88,4,76.2,79.1,4.1,5.8,,"Rain, Light Rain, Sky Coverage Increasing",1006.6,Overcast
"Pune, MH, India",270,73.5,08/05/2015,0.1,70.1,85.35,8,74.8,77.6,4.3,5.8,,"Light Rain, Sky Coverage Increasing",1006.3,"Rain, Overcast"
"Pune, MH, India",272.22,73.5,08/06/2015,0,70.6,82.2,4,76.6,82.1,3.3,9.2,86.5,"Light Drizzle, Rain, Light Rain",1004.8,Overcast
"Pune, MH, India",267.78,73.5,08/07/2015,0,71,84.93,4,75.9,79.4,4.1,4.7,,"Drizzle, Light Drizzle, Rain, Sky Coverage Increasing",1005.2,Overcast
"Pune, MH, India",261.43,73.5,08/08/2015,0,70.1,82.78,4,75.9,80.9,3.9,4.7,84,"Drizzle, Light Rain, Sky Coverage Increasing",1005.9,Overcast
"Pune, MH, India",267.14,70.8,08/09/2015,0,70.1,84.65,4,75.2,80.7,4.1,5.8,83.9,"Rain, Light Rain, Sky Coverage Increasing",1004.6,Overcast
"Pune, MH, India",270,72.8,08/10/2015,0,69.7,80.2,0,76.4,83.4,4.1,5.8,88.7,,1003.9,Partially cloudy
"Pune, MH, India",270,71.7,08/11/2015,0.1,69.1,78.26,4,76.6,83.9,4.6,4.7,88.2,Rain,1005.6,"Rain, Partially cloudy"
"Pune, MH, India",270,72.8,08/12/2015,0,69.1,81.71,0,75.1,78.9,4.1,6.9,,Sky Coverage Increasing,1006.8,Overcast
"Pune, MH, India",270,72.2,08/13/2015,0.1,69.6,83.6,8,75,79.4,4.1,5.8,,"Drizzle, Sky Coverage Increasing",1006.3,"Rain, Overcast"
"Pune, MH, India",270,73.1,08/14/2015,0,70.1,80.43,4,76.8,83.6,4.1,5.8,87.7,,1006.1,Partially cloudy
"Pune, MH, India",270,71.7,08/15/2015,0,70.3,80.46,0,77.1,84.5,4.1,6.9,89.4,,1007.3,Partially cloudy
