Location,Wind Direction,Minimum Temperature,Datetime,Precipitation,Dew Point,Relative Humidity,Precipitation Cover,Temperature,Maximum Temperature,Visibility,Wind Speed,Heat Index,Weather Type,Pressure,Conditions
"Pune, MH, India",270,71.7,08/16/2015,0,69.8,82.76,4,75.6,84.3,4.1,4.7,88.4,"Rain, Sky Coverage Decreasing, Sky Coverage Increasing",1008.9,Overcast
"Pune, MH, India",270,70.4,08/17/2015,0,69.8,80.48,0,76.6,84.3,4.1,9.2,89.5,Sky Coverage Increasing,1007.8,Partially cloudy
"Pune, MH, India",270,73.5,08/18/2015,0,70,76.99,0,78.2,87.2,4.1,4.7,90.9,,1008.2,Partially cloudy
"Pune, MH, India",275.71,71.7,08/19/2015,0,70.2,75.87,0,79,87.5,4.1,5.8,91.9,,1009.1,Partially cloudy
"Pune, MH, India",265,71.7,08/20/2015,0,69.7,75.32,0,78.6,87.9,4.1,3.4,91.4,,1008.9,Partially cloudy
"Pune, MH, India",270,72.2,08/21/2015,0,69.2,78.15,0,76.9,84.5,3.9,6.9,88.1,,1009.1,Partially cloudy
"Pune, MH, India",270,72.8,08/22/2015,0,69.9,82.22,4,75.8,82.1,4.1,4.7,86.5,Sky Coverage Increasing,1008.1,Partially cloudy
"Pune, MH, India",270,71.7,08/23/2015,0,69.1,78.84,4,76.4,83.4,4.1,5.8,86.8,Drizzle,1008.1,Partially cloudy
"Pune, MH, India",270,73.7,08/24/2015,0,69.1,74.91,0,77.9,82.7,4.6,5.8,86.2,Sky Coverage Increasing,1008.9,Partially cloudy
"Pune, MH, India",270,72.2,08/25/2015,0,69.7,86.4,4,74.1,78.9,3.3,4.7,,"Drizzle, Light Drizzle, Light Rain, Sky Coverage Increasing",1008.8,Overcast
"Pune, MH, India",270,72.8,08/26/2015,0,69.9,80.09,0,76.8,83.9,4.1,6.9,88.5,"Light Rain, Sky Coverage Increasing",1007.1,Partially cloudy
"Pune, MH, India",267.5,72.8,08/27/2015,0.1,69.6,82.1,4,75.6,80.3,4.1,4.7,83.6,"Rain, Light Rain, Sky Coverage Increasing",1006.7,"Rain, Partially cloudy"
"Pune, MH, India",272.5,71.9,08/28/2015,0.2,70.2,87.33,8,74.3,80.7,3.3,3.4,84.3,"Rain, Light Rain",1007.5,"Rain, Overcast"
"Pune, MH, India",270,72.2,08/29/2015,0,70.7,84.63,0,75.9,85.4,4.1,4.7,93.2,"Light Drizzle, Rain Showers, Light Rain, Sky Coverage Increasing",1007.1,Overcast
"Pune, MH, India",265.56,73.1,08/30/2015,0,69.6,82.56,4,75.5,78.9,4.1,13.9,,"Rain Showers, Light Rain, Sky Coverage Increasing",1007.8,Partially cloudy
"Pune, MH, India",270,72.2,08/31/2015,0,69.2,79.01,4,76.6,84.3,3.7,4.7,87.4,"Light Rain, Sky Coverage Increasing",1008.4,Partially cloudy
"Pune, MH, India",270,72.8,09/01/2015,0,68.2,74.98,0,77.3,84.5,4.1,4.7,86.5,,1007.9,Partially cloudy
"Pune, MH, India",270,69.2,09/02/2015,0,67.1,74.67,0,76.1,82.5,4.1,5.8,85.2,,1007.4,Partially cloudy
"Pune, MH, India",270,66.3,09/03/2015,0,66.2,73.29,0,76.4,86.1,4.3,3.4,87.9,,1008.2,Partially cloudy
"Pune, MH, India",270,69.9,09/04/2015,0,68.6,74.61,0,78.1,89.7,4.1,3.4,93.7,,1010.3,Partially cloudy
"Pune, MH, India",278,71.7,09/05/2015,0,69.1,71.79,0,79.7,91.7,4.6,5.8,95.7,,1010.7,Partially cloudy
"Pune, MH, India",270,71,09/06/2015,0,68.5,71.59,0,79.4,89.9,4.1,4.7,90.7,,1010.2,Partially cloudy
"Pune, MH, India",272.22,72.2,09/07/2015,0,68,71.29,0,78.6,89,4.1,9.2,91.8,,1009.7,Partially cloudy
"Pune, MH, India",270,72.2,09/08/2015,0.9,68.8,76.33,8,77.3,84.3,4.1,3.4,87.7,"Rain, Thunderstorm Without Precipitation, Sky Coverage Increasing",1009.4,"Rain, Partially cloudy"
"Pune, MH, India",270,71.3,09/09/2015,0.5,71.7,88.83,8,75.5,84.3,3.7,2.2,89.5,"Thunderstorm, Thunderstorm Without Precipitation, Sky Coverage Increasing",1009.5,"Rain, Overcast"
"Pune, MH, India",270,71.3,09/10/2015,0.5,72,90.7,16,75.1,81.2,3.7,3.4,86.7,"Thunderstorm, Rain, Light Rain, Sky Coverage Increasing",1009.6,"Rain, Overcast"
"Pune, MH, India",225,71.7,09/11/2015,0.3,70.2,82.97,8,76.3,83.9,4.1,9.2,89.1,"Thunderstorm Without Precipitation, Light Rain, Sky Coverage Increasing",1008.9,"Rain, Partially cloudy"
"Pune, MH, India",270,71.7,09/12/2015,1.9,71.6,86.51,4,76.3,88.4,3.7,5.8,96.1,Thunderstorm,1008.7,"Rain, Partially cloudy"
"Pune, MH, India",288,72.8,09/13/2015,0,72,86.71,4,76.6,86.1,3.7,3.4,92.1,"Thunderstorm, Rain, Snow",1009.3,Overcast
"Pune, MH, India",270,73.7,09/14/2015,0,71.6,84.17,4,76.9,82.5,3.7,3.4,87.7,"Sky Coverage Increasing, Snow",1008.2,Partially cloudy
"Pune, MH, India",267.5,71.7,09/15/2015,0.8,71.9,86.57,4,76.5,84.8,3.7,4.7,91.3,"Thunderstorm, Rain, Sky Coverage Increasing",1006.8,"Rain, Partially cloudy"
"Pune, MH, India",270,73.1,09/16/2015,0,72,84.19,4,77.4,85.4,4.1,6.9,90.9,"Rain, Sky Coverage Increasing",1005.7,Overcast
"Pune, MH, India",270,74,09/17/2015,0,71.5,80.22,0,78.3,85.7,4.1,6.9,91.8,Sky Coverage Increasing,1004.3,Overcast
"Pune, MH, India",272.22,74,09/18/2015,1.9,72.3,90.09,16,75.4,77.6,2.5,5.8,,"Light Drizzle, Rain, Light Rain",1003.6,"Rain, Overcast"
"Pune, MH, India",262.22,71.9,09/19/2015,0.2,69.8,79.23,4,77,84.3,4.1,9.2,88.4,"Light Drizzle, Rain, Sky Coverage Increasing",1004.1,"Rain, Overcast"
"Pune, MH, India",270,72.2,09/20/2015,0,68.9,81.41,0,75.2,81.6,4.1,6.9,85.5,"Rain, Light Rain",1005.1,Overcast
"Pune, MH, India",264.29,71,09/21/2015,0,68.9,78.71,0,76.3,84.5,3.7,3.4,88.1,,1005.7,Partially cloudy
"Pune, MH, India",270,72.2,09/22/2015,0,69.5,80.67,0,76.3,86.1,3.9,3.4,89.6,"Mist, Rain, Sky Coverage Increasing",1007.5,Partially cloudy
"Pune, MH, India",272.5,73.1,09/23/2015,0,69.9,76.44,0,78.4,88.1,4.1,4.7,92.2,,1009.6,Partially cloudy
"Pune, MH, India",267.5,70.4,09/24/2015,0,69.6,78.1,0,77.7,87.2,4.1,3.4,90,,1009.4,Partially cloudy
"Pune, MH, India",270,69.2,09/25/2015,0,68.8,78.45,0,76.6,85.7,3.7,3.4,89.7,Smoke Or Haze,1008.6,Partially cloudy
"Pune, MH, India",236.67,65.6,09/26/2015,0,65.5,74.52,0,75.7,88.8,4.1,3.4,88.2,,1008.9,Clear
"Pune, MH, India",202.5,66.3,09/27/2015,0,64.8,69.42,0,77.4,89.3,4.3,2.2,88.3,,1008.9,Clear
"Pune, MH, India",190,67.4,09/28/2015,0,67.5,72.89,0,78.4,90.2,4.1,2.2,91.3,Smoke Or Haze,1008.2,Partially cloudy
"Pune, MH, India",50,70.4,09/29/2015,0,67.4,71.57,0,78.6,90.2,3.9,1.1,93.6,,1007.9,Clear
"Pune, MH, India",60,69.2,09/30/2015,0,65.3,63.77,0,80.3,91.7,4.1,3.4,95,Smoke Or Haze,1009,Clear
"Pune, MH, India",150,75.5,10/01/2015,0,70.4,67.93,4,83.1,91.7,3.7,5.8,96.7,"Thunderstorm, Sky Coverage Increasing, Smoke Or Haze",1009.7,Partially cloudy
"Pune, MH, India",230,71,10/02/2015,0.9,71.6,85.78,8,76.6,86.3,3.7,3.4,92.1,"Thunderstorm, Rain, Sky Coverage Increasing",1011.7,"Rain, Overcast"
"Pune, MH, India",295,71.3,10/03/2015,0,71.5,87.41,0,75.8,83,4.6,4.7,88.2,Thunderstorm Without Precipitation,1011.8,Overcast
"Pune, MH, India",226.67,71.7,10/04/2015,0.4,71.6,88.14,8,75.7,85.4,3.6,5.8,91.3,"Light Drizzle, Thunderstorm, Light Rain, Sky Coverage Increasing",1011.4,"Rain, Overcast"
"Pune, MH, India",190,72.8,10/05/2015,0,72,83.27,0,78,87.9,3.3,2.2,93,"Light Drizzle, Sky Coverage Increasing, Smoke Or Haze",1010.2,Partially cloudy
"Pune, MH, India",173.33,69.2,10/06/2015,0,67,74.43,0,77.3,89.3,3.6,3.4,89.7,Smoke Or Haze,1009,Partially cloudy
"Pune, MH, India",83.33,65,10/07/2015,0,65.1,71.77,0,76.6,90.8,3.7,3.4,92.6,Smoke Or Haze,1009.1,Clear
"Pune, MH, India",143.33,65.4,10/08/2015,0,66,71.1,0,77.5,90.2,3.3,3.4,90.4,Smoke Or Haze,1008.7,Clear
"Pune, MH, India",270,70.4,10/09/2015,0,70,75.93,0,79.2,89.9,3.7,4.7,90.9,Smoke Or Haze,1007.8,Partially cloudy
"Pune, MH, India",270,74,10/10/2015,0.4,71.8,80.41,4,78.8,88.1,4.1,3.4,94,Thunderstorm,1008.8,"Rain, Partially cloudy"
"Pune, MH, India",216.67,71.9,10/11/2015,0.2,71.6,84.97,8,76.7,85.4,3,3.4,90.5,"Thunderstorm, Sky Coverage Increasing, Smoke Or Haze",1010.4,"Rain, Overcast"
"Pune, MH, India",90,70.1,10/12/2015,1,71.8,82.86,4,77.8,87.2,4.8,2.2,95.7,Sky Coverage Increasing,1011.6,"Rain, Partially cloudy"
"Pune, MH, India",150,71.7,10/13/2015,0,71.3,77.44,0,79.8,90.8,2.9,3.4,93.6,Smoke Or Haze,1011.4,Partially cloudy
"Pune, MH, India",90,72.2,10/14/2015,0,69.3,74.99,0,79.5,92,3.7,2.2,93.5,Smoke Or Haze,1011.9,Clear
"Pune, MH, India",126.67,68.1,10/15/2015,0,67.5,72.2,0,78.8,92.6,3.7,3.4,95.1,Smoke Or Haze,1011.8,Partially cloudy
"Pune, MH, India",90,73.5,10/16/2015,0,67.1,61.26,0,83,91.5,5.5,2.2,93.7,,1011.4,Partially cloudy
"Pune, MH, India",100,73.7,10/17/2015,0,67.7,60.96,0,83.6,90.2,4.7,6.9,93.2,Smoke Or Haze,1011.3,Clear
"Pune, MH, India",106.67,72.6,10/18/2015,0,68.9,73.61,0,78.9,89.7,4.1,3.4,93,,1012.5,Partially cloudy
"Pune, MH, India",90,68.3,10/19/2015,0,66.7,73.04,0,77.4,88.1,3.7,3.4,90.4,Smoke Or Haze,1013.1,Partially cloudy
"Pune, MH, India",90,66.3,10/20/2015,0,66.8,69.36,0,79.5,90.8,4.6,1.1,92.8,,1010.8,Clear
"Pune, MH, India",,68.3,10/21/2015,0,67.7,75.62,0,76.9,88.4,3.4,0,90.8,Smoke Or Haze,1010.7,Clear
"Pune, MH, India",85,69.2,10/22/2015,0,67.8,72.31,0,79,93.5,3.3,2.2,93.9,Smoke Or Haze,1010.9,Partially cloudy
"Pune, MH, India",190,69.5,10/23/2015,0,68.2,73.41,0,78.8,92,3.7,2.2,93.7,Smoke Or Haze,1010.9,Partially cloudy
"Pune, MH, India",270,74.9,10/24/2015,0,69.1,66.29,0,82.5,92,4.6,2.2,93.7,Smoke Or Haze,1009.8,Partially cloudy
"Pune, MH, India",150,75.3,10/25/2015,0,68.8,68.2,0,81.5,91.5,3.3,1.1,92.5,Smoke Or Haze,1010.5,Partially cloudy
"Pune, MH, India",270,73.5,10/26/2015,0,69.5,72.78,0,79.9,89.7,3.4,1.1,91.5,Smoke Or Haze,1011.8,Partially cloudy
"Pune, MH, India",80,71.3,10/27/2015,0,67.6,71.4,4,78.5,89,3.3,2.2,90.2,"Light Rain, Smoke Or Haze",1012.2,Partially cloudy
"Pune, MH, India",225,66.5,10/28/2015,0,65.8,77.13,0,74.7,89.7,3.3,2.2,89.1,Smoke Or Haze,1011.9,Partially cloudy
"Pune, MH, India",90,68.6,10/29/2015,0,66.1,73.21,0,76.4,87.9,3.7,1.1,88.3,Smoke Or Haze,1010.1,Partially cloudy
"Pune, MH, India",125,65.6,10/30/2015,0,65.1,71.81,0,76.4,89.7,3.7,3.4,89.7,Smoke Or Haze,1011.1,Partially cloudy
"Pune, MH, India",130,65.9,10/31/2015,0,64.4,71.8,0,75.1,86.1,3.7,3.4,87.4,Smoke Or Haze,1011,Partially cloudy
"Pune, MH, India",90,65,11/01/2015,0,64.3,74.1,0,74.2,87.9,4.1,1.1,89.6,Smoke Or Haze,1011.5,Partially cloudy
"Pune, MH, India",110,63.8,11/02/2015,0,62,72.74,0,72.4,85.4,3.4,2.2,85.9,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",100,62.7,11/03/2015,0,62.9,68.6,0,75.3,89.9,3.7,2.2,90.8,Smoke Or Haze,1012.5,Partially cloudy
"Pune, MH, India",135,64.7,11/04/2015,0,64.4,69.83,0,76.6,91.5,3.7,3.4,91.7,Smoke Or Haze,1010.6,Partially cloudy
"Pune, MH, India",70,66.3,11/05/2015,0,66.4,73.15,0,77.3,90.8,3.7,2.2,91,Smoke Or Haze,1011.5,Partially cloudy
"Pune, MH, India",90,68.3,11/06/2015,0,64.8,67.34,0,78.5,91.1,3.7,2.2,89.9,Smoke Or Haze,1011,Partially cloudy
"Pune, MH, India",185,65.6,11/07/2015,0,61.9,64.51,0,76.8,89.9,3.7,3.4,88.3,Smoke Or Haze,1011.7,Partially cloudy
"Pune, MH, India",145,64.7,11/08/2015,0,61.6,65.01,0,75.7,89.7,3.3,3.4,88.9,Smoke Or Haze,1012.5,Partially cloudy
"Pune, MH, India",80,62.7,11/09/2015,0,58.9,63.71,0,73.7,88.4,2.9,3.4,86,Smoke Or Haze,1012.2,Partially cloudy
"Pune, MH, India",70,66.8,11/10/2015,0,57.2,55.99,0,75.4,86.3,4.3,4.7,84.3,Smoke Or Haze,1011.1,Partially cloudy
"Pune, MH, India",90,59.3,11/11/2015,0,55.4,57.03,0,74,89.9,3.9,9.2,87.6,Smoke Or Haze,1011.8,Partially cloudy
"Pune, MH, India",96.67,63.6,11/12/2015,0,56.3,55.33,0,75.2,89.7,3.9,6.9,87.1,Smoke Or Haze,1013.4,Partially cloudy
"Pune, MH, India",90,65,11/13/2015,0,57.3,57.08,0,75.8,89.9,4.6,2.2,88.6,Smoke Or Haze,1014,Clear
"Pune, MH, India",90,60.9,11/14/2015,0,57.2,61.45,0,73.4,88.4,3.7,4.7,86.3,Smoke Or Haze,1012.1,Clear
"Pune, MH, India",90,59.6,11/15/2015,0,57,64.99,0,71.8,88.4,3.7,3.4,85.8,Smoke Or Haze,1011.2,Clear
"Pune, MH, India",115,59.1,11/16/2015,0,55.7,65.01,0,72,90.2,3.7,3.4,87.9,,1010.8,Clear
"Pune, MH, India",90,59.1,11/17/2015,0,55.5,57.71,0,73.6,88.1,5.3,2.2,85.7,,1009.3,Clear
"Pune, MH, India",90,57.3,11/18/2015,0,52.9,57.68,0,71.1,87.9,4.1,10.3,85.6,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",90,56.6,11/19/2015,0,48.3,51.57,0,69.3,86.1,3.3,6.9,83.1,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",86,56.9,11/20/2015,0,55.9,56.48,0,72.9,85.7,3.7,3.4,86.9,Smoke Or Haze,1012.1,Partially cloudy
"Pune, MH, India",105,71.3,11/21/2015,0,64,62.28,0,78.1,83.9,4.1,2.2,86.5,,1010.8,Partially cloudy
"Pune, MH, India",180,71.7,11/22/2015,0.8,70.4,83.86,12,75.9,84.8,3.4,2.2,89.6,"Rain, Heavy Rain, Light Rain, Sky Coverage Increasing, Smoke Or Haze",1011.4,"Rain, Partially cloudy"
"Pune, MH, India",133.33,66.8,11/23/2015,4.3,70,92.51,20,72.5,83.9,2.9,2.2,90,"Rain, Thunderstorm, Heavy Rain, Sky Coverage Increasing",1012.8,"Rain, Overcast"
"Pune, MH, India",90,68.3,11/24/2015,0,67.9,81.45,0,74.5,83.6,2.5,1.1,87,"Sky Coverage Increasing, Smoke Or Haze",1012.3,Overcast
"Pune, MH, India",90,69.9,11/25/2015,0,69.3,81.63,0,75.9,86.1,3.7,2.2,89.6,,1012.2,Partially cloudy
"Pune, MH, India",90,67.7,11/26/2015,0,66.4,75.59,0,75.5,86.3,3.3,2.2,87.7,Smoke Or Haze,1012.3,Partially cloudy
"Pune, MH, India",110,67.4,11/27/2015,0,66.9,77.49,0,75.6,87.5,3.3,2.2,87.3,Smoke Or Haze,1010.7,Partially cloudy
"Pune, MH, India",106.67,66.5,11/28/2015,0,67.5,79.83,0,75.2,87.9,3.3,1.1,88.9,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",90,66.3,11/29/2015,0,63.8,75.02,0,74.1,87.9,3.7,3.4,86.4,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",90,62.7,11/30/2015,0,63.7,76.11,0,72.9,86.6,3.7,1.1,87.6,Smoke Or Haze,1014.5,Clear
"Pune, MH, India",80,65.6,12/01/2015,0,66.2,77.3,0,74.6,86.3,4.1,2.2,88.3,,1012.9,Clear
"Pune, MH, India",100,65.9,12/02/2015,0,65.6,76.18,0,74.8,87.9,3.7,2.2,88,Smoke Or Haze,1012.6,Clear
"Pune, MH, India",90,64.5,12/03/2015,0,64.9,77.47,0,73.4,86.3,4.1,2.2,87.7,Smoke Or Haze,1013.4,Clear
"Pune, MH, India",90,63.8,12/04/2015,0,62.2,73.25,0,72.7,85.4,3.7,2.2,84.4,Smoke Or Haze,1013.1,Clear
"Pune, MH, India",90,61.4,12/05/2015,0,60.8,74.58,0,70.9,85.7,3.7,3.4,85,Smoke Or Haze,1013.5,Clear
"Pune, MH, India",100,60.2,12/06/2015,0,58.8,72.83,0,69.9,85.7,3.7,3.4,84.5,Smoke Or Haze,1013.6,Clear
"Pune, MH, India",135,56.6,12/07/2015,0,58.1,71.74,0,69.4,85.4,4.3,2.2,84.1,,1014.3,Clear
"Pune, MH, India",80,57.3,12/08/2015,0,57.1,73.28,0,68.1,85.4,3.3,2.2,83.5,Smoke Or Haze,1014.4,Partially cloudy
"Pune, MH, India",113.33,56,12/09/2015,0,56.6,73.83,0,67.2,85.4,3.3,2.2,83.3,Smoke Or Haze,1014.7,Clear
"Pune, MH, India",158,58.7,12/10/2015,0,61.3,71.89,0,72.1,87.9,2.9,3.4,89.5,Smoke Or Haze,1012.6,Clear
"Pune, MH, India",247.5,65,12/11/2015,0,61.1,67.44,0,74.8,89.3,4.6,5.8,86.8,Smoke Or Haze,1011,Partially cloudy
"Pune, MH, India",270,62,12/12/2015,0,59.2,66.68,0,73.4,90.7,3.7,4.7,88.9,,1010.6,Partially cloudy
"Pune, MH, India",276.67,61.4,12/13/2015,0,58.9,65.84,0,73.4,90.2,5.7,3.4,88.5,,1011,Partially cloudy
"Pune, MH, India",295,62.3,12/14/2015,0,60.3,63.93,0,75.1,89.3,4.1,2.2,88.1,,1011.9,Clear
"Pune, MH, India",152.5,64.1,12/15/2015,0,63.2,69.44,0,75.3,89,3.7,2.2,90.4,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",280,66.3,12/16/2015,0,64,71.69,0,75.1,90.2,3.7,2.2,91.3,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",270,63.8,12/17/2015,0,59.9,68.12,0,73.1,88.8,3.3,1.1,87.2,Smoke Or Haze,1011.6,Clear
"Pune, MH, India",143.33,59.3,12/18/2015,0,57.6,69.64,0,69.8,84.3,4.1,2.2,85.3,,1013.4,Clear
"Pune, MH, India",90,59.1,12/19/2015,0,60.4,72.92,0,70.8,85.7,3.7,1.1,85.9,,1014.9,Clear
"Pune, MH, India",180,62,12/20/2015,0,61.8,73.74,0,72,87.2,5,2.2,87.7,,1014.5,Clear
"Pune, MH, India",292.5,60.5,12/21/2015,0,60,72.28,0,71.2,86.6,5,5.8,85.2,Smoke Or Haze,1014.1,Clear
"Pune, MH, India",283.33,56.9,12/22/2015,0,56.7,69.91,0,69,83,3.9,4.7,81.9,"Sky Coverage Decreasing, Smoke Or Haze",1015.9,Clear
"Pune, MH, India",215,55.7,12/23/2015,0,52.3,58.92,0,70.4,83.6,4.4,2.3,82.2,Smoke Or Haze,1016.1,Clear
"Pune, MH, India",166,53.3,12/24/2015,0,50.7,68.49,0,64,78.9,4.4,3.4,,,1016.9,Clear
"Pune, MH, India",83.33,48.5,12/25/2015,0,48.6,67.81,0,61.1,76.4,4.3,4.7,,,1018.3,Clear
"Pune, MH, India",80,33.5,12/26/2015,0,43.5,58.63,0,58,78.9,3.3,2.2,,Smoke Or Haze,1018.9,Clear
"Pune, MH, India",66,51.2,12/27/2015,0,43.1,49.59,0,66,79.1,4.3,3.4,,Smoke Or Haze,1018.8,Clear
"Pune, MH, India",80,50.3,12/28/2015,0,46.4,48.48,0,69.6,84.8,5,4.7,82.2,,1018.6,Clear
"Pune, MH, India",90,54.8,12/29/2015,0,50.3,52.83,0,71.5,87.2,5,2.2,84.3,,1017.1,Clear
"Pune, MH, India",90,51.2,12/30/2015,0,50.4,64.14,0,66.1,89,3.7,2.2,85.9,Smoke Or Haze,1016.6,Clear
"Pune, MH, India",80,53.7,12/31/2015,0,50.2,59.8,0,68.2,88.4,3.9,4.7,85.2,,1017.3,Clear
"Pune, MH, India",95,53.7,01/01/2016,0,51.5,59.54,0,69.8,88.1,3.5,2.2,84.8,Smoke Or Haze,1018.3,Clear
"Pune, MH, India",140,53.3,01/02/2016,0,51.7,64.39,0,67.3,87.2,4.1,2.2,84.3,,1019,Partially cloudy
"Pune, MH, India",96.67,52.1,01/03/2016,0,51,65.45,0,66.8,87.9,3.7,2.2,84.4,"Sky Coverage Increasing, Smoke Or Haze",1017.3,Partially cloudy
"Pune, MH, India",83.33,49.4,01/04/2016,0,50.8,65.13,0,65.1,85.4,3.7,2.2,83.3,Smoke Or Haze,1017.6,Clear
"Pune, MH, India",125,52.4,01/05/2016,0,53.3,68.3,0,66.2,84.8,3.3,1.1,82.7,Smoke Or Haze,1016.6,Clear
"Pune, MH, India",60,55.5,01/06/2016,0,54.5,68.83,0,67.1,85.4,3.6,2.2,83.2,Smoke Or Haze,1016.1,Clear
"Pune, MH, India",65,58.4,01/07/2016,0,55.4,68.5,0,68,84.8,3.3,1.1,83.3,Smoke Or Haze,1016.5,Partially cloudy
"Pune, MH, India",76.67,56,01/08/2016,0,53.8,64.96,0,68.6,84.3,3.9,2.2,82.3,Smoke Or Haze,1016.6,Partially cloudy
"Pune, MH, India",93.33,55.5,01/09/2016,0,52.3,65.8,0,66.7,83.9,4.1,1.1,81.5,,1015.3,Clear
"Pune, MH, India",239.67,55.5,01/10/2016,0,51.8,62.46,0,67.5,83.9,4.3,3.3,81.7,,1015.6,Clear
"Pune, MH, India",162,53,01/11/2016,0,51.1,62.69,0,66.8,84.3,3.7,3.4,81.9,"Sky Coverage Decreasing, Smoke Or Haze",1015.9,Clear
"Pune, MH, India",180,53,01/12/2016,0,49.2,59.71,0,67.6,85.4,3.7,2.2,82.5,"Sky Coverage Decreasing, Smoke Or Haze",1014,Clear
"Pune, MH, India",90,53.7,01/13/2016,0,52.6,62.89,0,68,83.9,2.9,1.1,82.1,Smoke Or Haze,1013.2,Partially cloudy
"Pune, MH, India",220,56,01/14/2016,0,53.1,66.84,0,68.1,86.1,3.3,12.7,82.9,Smoke Or Haze,1012.8,Clear
"Pune, MH, India",185,57.5,01/15/2016,0,57.8,74.2,0,67.8,80.8,3.3,3.4,80.6,Smoke Or Haze,1012.5,Partially cloudy
"Pune, MH, India",254,61.4,01/16/2016,0,56.4,66.88,0,69.6,83,3.3,4.7,81.6,Smoke Or Haze,1011.6,Partially cloudy
"Pune, MH, India",265.56,53.7,01/17/2016,0,51.6,64.77,0,66.3,80.8,3.7,4.7,79.5,Smoke Or Haze,1012.2,Clear
"Pune, MH, India",243.33,52.4,01/18/2016,0,47.3,60.33,0,64.9,81.8,4.1,4.7,79.9,,1011.7,Clear
"Pune, MH, India",240,51.5,01/19/2016,0,45.6,55.75,0,64.2,79.4,3.7,3.4,,Smoke Or Haze,1012.7,Clear
"Pune, MH, India",221.43,48.8,01/20/2016,0,45.9,60.77,0,62.5,79.1,3.7,2.2,,Smoke Or Haze,1014.7,Clear
"Pune, MH, India",90,50.1,01/21/2016,0,46.5,61.5,0,61.4,76.7,3.7,2.2,,Smoke Or Haze,1016.7,Clear
"Pune, MH, India",90,48.5,01/22/2016,0,45.2,58.35,0,62.3,78.9,3.7,3.4,,Smoke Or Haze,1016.7,Clear
"Pune, MH, India",90,50.6,01/23/2016,0,48.9,62.1,0,64.3,81.2,4.6,6.9,80.1,Smoke Or Haze,1016.6,Clear
"Pune, MH, India",110,57.3,01/24/2016,0,52.5,60.88,0,68.7,84.8,3.7,2.2,83.3,Smoke Or Haze,1015.7,Partially cloudy
"Pune, MH, India",210,56,01/25/2016,0,51.7,60.59,0,68.6,86.3,3.3,2.2,83.9,Smoke Or Haze,1014.2,Clear
"Pune, MH, India",203.33,53.3,01/26/2016,0,50.6,57.72,0,68.8,87.5,4.1,3.4,84.8,,1013.4,Clear
"Pune, MH, India",140,54.2,01/27/2016,0,49.8,57.72,0,68.7,87.9,4.1,3.4,85.1,Smoke Or Haze,1013.7,Clear
"Pune, MH, India",300,51.9,01/28/2016,0,47.3,55.4,0,69.1,92,3.7,2.2,87.7,Smoke Or Haze,1014.3,Clear
"Pune, MH, India",122,53.9,01/29/2016,0,51.7,60.57,0,68.8,87.2,3.3,2.2,84.7,Smoke Or Haze,1015.7,Clear
"Pune, MH, India",233.33,55.5,01/30/2016,0,51.1,57.85,0,70.1,89.7,3.3,2.2,86.3,Smoke Or Haze,1015.3,Clear
"Pune, MH, India",118,58.4,01/31/2016,0,53.1,55.65,0,73.4,91.5,3.7,3.4,88.3,Smoke Or Haze,1014.3,Clear
"Pune, MH, India",204,60.2,02/01/2016,0,52.9,55.28,0,72.9,90.2,3.7,2.2,87.4,Smoke Or Haze,1014.4,Clear
"Pune, MH, India",236,56,02/02/2016,0,48.4,53.25,0,71.4,93.5,4.1,3.3,89.5,Smoke Or Haze,1014.6,Clear
"Pune, MH, India",283.33,53.7,02/03/2016,0,43.3,50.31,0,69.5,92.9,4.1,3.3,88.5,,1014.6,Clear
"Pune, MH, India",236.67,50.1,02/04/2016,0,46.3,53.02,0,67.4,88.8,3.7,3.3,85.5,Smoke Or Haze,1014.2,Clear
"Pune, MH, India",210,53.3,02/05/2016,0,49.4,57.94,0,67.1,87.9,3.4,3.4,84.6,Smoke Or Haze,1013.2,Clear
"Pune, MH, India",270,55.1,02/06/2016,0,52.9,59.42,0,70.6,85.7,3.9,5.8,83.1,Smoke Or Haze,1011.4,Clear
"Pune, MH, India",246.67,55.1,02/07/2016,0,52.9,60.37,0,70.3,86.6,4.3,4.7,83.8,,1013.1,Clear
"Pune, MH, India",180,55.1,02/08/2016,0,54.9,64.67,0,69.7,86.2,3.3,3.4,85.1,Smoke Or Haze,1013.7,Clear
"Pune, MH, India",195,59.3,02/09/2016,0,56.8,60.41,0,73.7,91.5,3.7,3.4,89.1,Smoke Or Haze,1012.3,Clear
"Pune, MH, India",270,62.3,02/10/2016,0,59.2,64.96,0,73.4,86.1,3.7,4.7,85.7,Smoke Or Haze,1011.9,Clear
"Pune, MH, India",272.86,65,02/11/2016,0,58.8,63.62,0,73.2,86.3,4.1,5.8,85.4,Smoke Or Haze,1011.3,Clear
"Pune, MH, India",234.29,59.3,02/12/2016,0,57.5,70.26,0,69.5,86.1,3.3,4.7,84.2,Smoke Or Haze,1012.3,Clear
